         1748559 function calls (1652450 primitive calls) in 26.401 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      160    0.000    0.000    0.001    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\ntpath.py:116(splitdrive)
       30    0.000    0.000    0.001    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:1051(get_yaxis_text2_transform)
      108    0.000    0.000    0.001    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
        4    0.000    0.000    0.001    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:286(clear)
     1734    0.001    0.000    0.001    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:557(__new__)
        1    0.000    0.000    0.001    0.001 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\spawn.py:11(<module>)
      659    0.000    0.000    0.001    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:283(convert_yunits)
      362    0.000    0.000    0.001    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2262(get_affine)
      144    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.001    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\lib\function_base.py:1320(diff)
        4    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        8    0.000    0.000    0.001    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:1876(apply_aspect)
        4    0.000    0.000    0.001    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:689(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:790(set_subplotspec)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1830(set_major_formatter)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:1486(_cached_realpath)
      212    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:329(set_rotation_mode)
      458    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:1195(set_x)
      747    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:841(clean)
       41    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:343(_set_facecolor)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1896(set_major_locator)
     1031    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:1265(set_text)
      132    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2799(get_affine)
       25    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:441(_get_text2_transform)
     1219    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:209(<lambda>)
       90    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\getlimits.py:581(tiny)
        5    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:1522(_set_title_offset_trans)
      342    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:247(fix_minus)
      122    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:1117(set_zorder)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:2025(_staircase)
      323    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:405(get_renderer)
     1310    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
       25    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:971(get_xaxis_text2_transform)
      393    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:63(_scale_dashes)
       16    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:2510(_process_unit_info)
      177    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:1405(set_dash_capstyle)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\queues.py:360(put)
       28    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\_api\__init__.py:287(select_matching_signature)
       10    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:1134(_set_position)
      191    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:379(bounds)
      205    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      949    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1412(debug)
      118    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:734(_convert_units)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:1071(is_alive)
      482    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2134(transform)
      144    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\_methods.py:47(_sum)
      396    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:687(_get_wrapped_text)
     1986    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1929(get_matrix)
       96    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:1144(<genexpr>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
      100    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1759(convert_units)
      574    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:451(get_transform)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:659(get_position)
      244    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2230(transform_non_affine)
        3    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:1189(_gen_axes_patch)
     1238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\connection_gene.py:16(__init__)
     3395    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:687(get_stretch)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:759(compile)
       96    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1977(clear)
       40    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\ntpath.py:69(join)
      150    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ndim)
      346    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:352(intervaly)
       24    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2500(get_matrix)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:69(arbitrary_address)
      226    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2222(<lambda>)
      191    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
       34    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\util.py:163(__init__)
     1238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\genome.py:35(add_connection)
      117    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2589(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:1017(_wait_for_tstate_lock)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:827(set_figure)
       10    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:2257(setter)
       54    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\markers.py:378(get_transform)
      331    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:757(set_weight)
      163    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:43(get_hinting_flag)
       32    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\subprocess.py:273(_args_from_interpreter_flags)
     1146    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\path.py:653(intersects_bbox)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1856(set_minor_formatter)
       30    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\markers.py:791(_set_tickleft)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\tempfile.py:375(mktemp)
    66/44    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:1685(_safe_first_finite)
      177    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:1209(set_markeredgecolor)
      579    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\genome.py:127(check_existing_connection)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:422(__init__)
      326    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:1518(<genexpr>)
      344    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:963(set_foreground)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
     3632    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:695(get_size)
       32    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\ntpath.py:61(isabs)
       48    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:1184(set_position)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:1608(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:3502(set_xbound)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\NEAT.py:200(check_individual_impovements)
      195    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:1321(set_usetex)
     1923    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      741    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:894(<listcomp>)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1912(set_minor_locator)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:1584(_make_nmtuple)
      100    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\units.py:56(_is_natively_supported)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:78(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:3799(__init__)
      416    0.000    0.000    0.000    0.000 <string>:1(__new__)
      177    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:1229(set_markerfacecoloralt)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1403(contains_branch_seperately)
      216    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
      579    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\genome.py:105(random_weight_mutation)
       57    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:1007(set_alpha)
      189    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      177    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:1063(set_drawstyle)
      241    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\random.py:285(choice)
